Date,Title,URL,Has Alignment,Turkey,North Macedonia,Montenegro,Serbia,Albania,Ukraine,Moldova,Bosnia and Herzegovina,Georgia,Iceland,Liechtenstein,Norway,Armenia,Azerbaijan,Andorra,Monaco,San Marino,UK
2025-01-22,"Film Screening: Animal directed by Sofia Exarchou, shortlisted for the 2025 LUX Audience Award",https://www.eeas.europa.eu/delegations/un-new-york/film-screening-animal-directed-sofia-exarchou-shortlisted-2025-lux-audience-award_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-01-22,"Film Screening: Dahomey directed by Mati Diop, shortlisted for the 2025 LUX Audience Award",https://www.eeas.europa.eu/delegations/un-new-york/film-screening-dahomey-directed-mati-diop-shortlisted-2025-lux-audience-award_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-03-04,Championing human rights for all Afghan women and girls,https://www.eeas.europa.eu/delegations/un-new-york/championing-human-rights-all-afghan-women-and-girls_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-03-04,Who Run the World?,https://www.eeas.europa.eu/delegations/un-new-york/who-run-world_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-03-04,High-Level Side Event of the Group of Friends for the Elimination of Violence against Women &amp; Girls,https://www.eeas.europa.eu/delegations/un-new-york/high-level-side-event-group-friends-elimination-violence-against-women-girls_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-03-10,"Addressing the interlinkages of Conflict, Hunger and the disproportionate effects on Women and Girls",https://www.eeas.europa.eu/delegations/un-new-york/addressing-interlinkages-conflict-hunger-and-disproportionate-effects-women-and-girls_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-03-14,A 30-Year Perspective on Beijing: Achieving SDG 5 - gender equality and empowerment for all women and girls,https://www.eeas.europa.eu/delegations/un-new-york/30-year-perspective-beijing-achieving-sdg-5-gender-equality-and-empowerment-all-women-and-girls_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-29,"From Learning to Earning: How can inclusive education, training and aquiring skills lead to employment of youth with disabilities?",https://www.eeas.europa.eu/delegations/un-new-york/learning-earning-how-can-inclusive-education-training-and-aquiring-skills-lead-employment-youth_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-07-10,HLPF Side Event: Parliaments as drivers of SDG 17: Strengthening Democratic Partnerships for Sustainable Development,https://www.eeas.europa.eu/delegations/un-new-york/hlpf-side-event-parliaments-drivers-sdg-17-strengthening-democratic-partnerships-sustainable_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-07-16,HLPF Side Event: Implementation of the Antigua &amp; Barbuda Agenda for Small Island Developing States through International Partnerships,https://www.eeas.europa.eu/delegations/un-new-york/hlpf-side-event-implementation-antigua-barbuda-agenda-small-island-developing-states-through_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-10-16,"Who Rules the World? Episode 31: Talks on Youth Engagement with Niel Swanepoel, EU Youth Sounding Board Member from Namibia",https://www.eeas.europa.eu/delegations/un-new-york/who-rules-world-episode-31-talks-youth-engagement-niel-swanepoel-eu-youth-sounding-board-member_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-14,Who Rules the World? Meet EU Youth Sounding Board Members Yen (Malaysia) and Mirakova (Uzbekistan),https://www.eeas.europa.eu/delegations/un-new-york/who-rules-world-meet-eu-youth-sounding-board-members-yen-malaysia-and-mirakova-uzbekistan_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-12-10,"Who Rules the World? Episode 34: On Human Rights Day, Let&#039;s Talk About Women&#039;s Reproductive Rights!",https://www.eeas.europa.eu/delegations/un-new-york/who-rules-world-episode-34-human-rights-day-lets-talk-about-womens-reproductive-rights_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04,Who Rules the World? CSW69-Beijing+30-Youth,https://www.eeas.europa.eu/delegations/un-new-york/who-rules-world-csw69-beijing30-youth_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-02-24,Who Rules the World? Ep. 35 - Girls in STEM: A Talk with Eleonora Svanberg,https://www.eeas.europa.eu/delegations/un-new-york/who-rules-world-ep-35-girls-stem-talk-eleonora-svanberg_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-03-24,Who Rules the World? Ep. 36 – Women’s Lives and Career Paths: Talks with the EU Gender and Diversity Ambassador Stella Ronner-Grubačić,https://www.eeas.europa.eu/delegations/un-new-york/who-rules-world-ep-36-%E2%80%93-women%E2%80%99s-lives-and-career-paths-talks-eu-gender-and-diversity-ambassador_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-04-16,Who Rules the World? Ep. 37 – Youth Policy Dialogue with EU High Representative Kaja Kallas,https://www.eeas.europa.eu/delegations/un-new-york/who-rules-world-ep-37-%E2%80%93-youth-policy-dialogue-eu-high-representative-kaja-kallas_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-08-05,Who Rules the World? EP 39 - Talks with Erik Martins - Pride and Protection: Defending LGBTQI+ Rights Through Art and Advocacy,https://www.eeas.europa.eu/delegations/un-new-york/who-rules-world-ep-39-talks-erik-martins-pride-and-protection-defending-lgbtqi-rights-through-art_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-10,EU Statement – UN General Assembly: International Day of Clean Air for Blue Skies,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-%E2%80%93-un-general-assembly-international-day-clean-air-blue-skies_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-10,EU Statement – UN Security Council: Maintenance of International Peace and Security (Ukraine),https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-%E2%80%93-un-security-council-maintenance-international-peace-and-security-ukraine_en,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,True,True,False
2024-09-12,EU joins the Statement of Shared Commitments on UNRWA,https://www.eeas.europa.eu/delegations/un-new-york/eu-joins-statement-shared-commitments-unrwa_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-23,Intervention by EU Commissioner Urpilainen: UN Summit of the Future Interactive Dialogue on Transforming Global Governance,https://www.eeas.europa.eu/delegations/un-new-york/intervention-eu-commissioner-urpilainen-un-summit-future-interactive-dialogue-transforming-global_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-23,EU kicks off high-level meetings in New York,https://www.eeas.europa.eu/delegations/un-new-york/eu-kicks-high-level-meetings-new-york_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-23,"Fifth Trilateral Meeting of the African Union, the European Union and the United Nations - Joint Communiqué",https://www.eeas.europa.eu/delegations/un-new-york/fifth-trilateral-meeting-african-union-european-union-and-united-nations-joint-communiqu%C3%A9_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-24,"#EUatUNGA 79: EU Leaders discusses joint actions to address conflicts, climate and health threats with world partners",https://www.eeas.europa.eu/delegations/un-new-york/euatunga-79-eu-leaders-discusses-joint-actions-address-conflicts-climate-and-health-threats-world_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-25,EU raises the alarm over growing humanitarian needs due to conflict and climate emergencies,https://www.eeas.europa.eu/delegations/un-new-york/eu-raises-alarm-over-growing-humanitarian-needs-due-conflict-and-climate-emergencies_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-25,EU Statement – UN General Assembly: High Level Meeting on Antimicrobial Resistance,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-%E2%80%93-un-general-assembly-high-level-meeting-antimicrobial-resistance_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-26,"At #UNGA 79, the EU promotes regional cooperation",https://www.eeas.europa.eu/delegations/un-new-york/unga-79-eu-promotes-regional-cooperation_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-27,EU wraps up week of high-level meetings on global issues at the United Nations,https://www.eeas.europa.eu/delegations/un-new-york/eu-wraps-week-high-level-meetings-global-issues-united-nations_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-27,EU Statement – UN Alliance of Civilisations: Group of Friends Meeting,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-%E2%80%93-un-alliance-civilisations-group-friends-meeting_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-23,80th UN General Assembly: Council approves conclusions on EU priorities,https://www.eeas.europa.eu/delegations/un-new-york/80th-un-general-assembly-council-approves-conclusions-eu-priorities_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-12-17,Briefing on behalf of the HR/VP at the UN Security Council on the Joint Comprehensive Plan of Action (Iran),https://www.eeas.europa.eu/delegations/un-new-york/briefing-behalf-hrvp-un-security-council-joint-comprehensive-plan-action-iran_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-01-29,Call for Applications for the European Union – United Nations Youth Delegates 2025 – 2026,https://www.eeas.europa.eu/delegations/un-new-york/call-applications-european-union-%E2%80%93-united-nations-youth-delegates-2025-%E2%80%93-2026_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-15,DELUSAN/2025/3 – Catering Services,https://www.eeas.europa.eu/delegations/un-new-york/delusan20253-%E2%80%93-catering-services_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-15,DELUSAN/2025/4 – Security Services,https://www.eeas.europa.eu/delegations/un-new-york/delusan20254-%E2%80%93-security-services_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-10-16,"Who Rules the World? Episode 31: Talks on Youth Engagement with Niel Swanepoel, EU Youth Sounding Board Member from Namibia",https://www.eeas.europa.eu/delegations/un-new-york/episode-31-who-rules-world-talks-youth-engagement-niel-swanepoel-eu-youth-sounding-board-member_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-27,EU and Member States Explanation of Vote - UN General Assembly 2nd Committee: The Role of the UN in Promoting Globalization and Interdependence Adoption,https://www.eeas.europa.eu/delegations/un-new-york/eu-and-member-states-explanation-vote-un-general-assembly-2nd-committee-role-un-promoting_en,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
2024-11-27,EU and Member States Statement - UN General Assembly 2nd Committee: Implementation of the Third United Nations Decade for the Eradication of Poverty,https://www.eeas.europa.eu/delegations/un-new-york/eu-and-member-states-statement-un-general-assembly-2nd-committee-implementation-third-united-nations_en,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False
2024-11-11,EU Explanation of Position - UN General Assembly 3rd Committee: Adoption of the United Nations Convention against Cybercrime,https://www.eeas.europa.eu/delegations/un-new-york/eu-eop-un-general-assembly-3rd-committee-adoption-united-nations-convention-against-cybercrime_en,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
2024-11-11,"EU Explanation of Vote for Amendment- UN General Assembly 3rd Committee: Combating glorification of Nazism, neo-Nazism and other practices that contribute to fuelling contemporary forms of racism, racial discrimination, xenophobia and related intolerance",https://www.eeas.europa.eu/delegations/un-new-york/eu-eov-amendment-un-general-assembly-3rd-committee-combating-glorification-nazism-neo-nazism-and_en,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False
2024-11-11,"EU Explanation of Vote on Resolution - UN General Assembly 3rd Committee: Combating glorification of Nazism, neo-Nazism and other practices that contribute to fuelling contemporary forms of racism, racial discrimination, xenophobia and related intolerance",https://www.eeas.europa.eu/delegations/un-new-york/eu-eov-resolution-un-general-assembly-3rd-committee-combating-glorification-nazism-neo-nazism-and_en,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False
2024-11-27,EU Explanation of Position – UN General Assembly 2nd Committee: Ensuring access to energy for all,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-%E2%80%93-un-general-assembly-2nd-committee-ensuring-access-energy-all_en,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False
2024-11-18,EU Explanation of Position – UN General Assembly 3rd Committee: Adoption of the omnibus resolution on corruption,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-%E2%80%93-un-general-assembly-3rd-committee-adoption-omnibus-resolution-corruption-0_en,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2024-11-18,EU Explanation of Position – UN General Assembly 3rd Committee: Adoption of the omnibus resolution on corruption,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-%E2%80%93-un-general-assembly-3rd-committee-adoption-omnibus-resolution-corruption_en,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2024-11-18,EU Explanation of Position – UN General Assembly 3rd Committee: Adoption of Resolution A/C.3/79/L.10 Rev.1 UN African Institute for the Prevention of Crime and the Treatment of Offenders,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-%E2%80%93-un-general-assembly-3rd-committee-adoption-resolution-ac379l10-rev1-un_en,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2025-09-03,EU Explanation of Position – UN General Assembly: Adoption of the PGA decision to establish a working group on work stream 2 of the UN80 Initiative,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-%E2%80%93-un-general-assembly-adoption-pga-decision-establish-working-group-work_en,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False
2025-07-18,EU Explanation of Position – UN General Assembly: Agenda item 123 (a): Strengthening of the United Nations system,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-%E2%80%93-un-general-assembly-agenda-item-123-strengthening-united-nations-system_en,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False
2024-11-18,EU Explanation of Position – UN General Assembly: Cooperation between the UN and OIC,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-%E2%80%93-un-general-assembly-cooperation-between-un-and-oic-0_en,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2025-07-24,EU Explanation of Position and Explanation of Vote – UN High Level Political Forum: Adoption of the 2025 Ministerial Declaration,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-and-explanation-vote-%E2%80%93-un-high-level-political-forum-adoption-2025_en,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
2024-11-11,EU Explanation of Position - UN General Assembly 3rd Committee: Adoption of the United Nations Convention against Cybercrime,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-un-general-assembly-3rd-committee-adoption-united-nations-convention-against_en,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
2024-11-21,EU Explanation of Position: UN General Assembly 3rd Committee: vote before adoption of L.13 REV1 World Summit for Social Development,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-un-general-assembly-3rd-committee-vote-adoption-l13-rev1-world-summit-social_en,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2024-10-17,EU Explanation of Position: UN General Assembly 4th Committee: Question of Western Sahara,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-un-general-assembly-4th-committee-question-western-sahara_en,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
2024-10-07,EU Explanation of Position: UN General Assembly: Pact for the Future,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-position-un-general-assembly-pact-future_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-21,EU Explanation of Position/Vote – UN General Assembly 3rd Committee: After adoption of the resolution on Addressing and countering the world drug problem,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-positionvote-%E2%80%93-un-general-assembly-3rd-committee-after-adoption-resolution-addressing_en,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
2024-12-02,EU Explanation of Vote – UN General Assembly 1st Committee: Hague Code of Conduct against Ballistic Missile Proliferation,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-1st-committee-hague-code-conduct-against-ballistic-missile_en,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False
2024-11-25,EU Explanation of Vote – UN General Assembly 2nd Committee: Eradicating Rural Poverty,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-2nd-committee-eradicating-rural-poverty_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-26,EU Explanation of Vote – UN General Assembly 2nd Committee: ICT for sustainable development,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-2nd-committee-ict-sustainable-development_en,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False
2024-11-25,EU Explanation of Vote – UN General Assembly 2nd Committee: sustainable development of the Caribbean Sea,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-2nd-committee-sustainable-development-caribbean-sea_en,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False
2024-11-21,EU Explanation of Vote – UN General Assembly 3rd Committee: after the vote on L.48 REV1: Racism and follow-up to the Durban Declaration and Programme of Action,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-3rd-committee-after-vote-l48-rev1-racism-and-follow-durban_en,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
2024-11-20,EU Explanation of Vote – UN General Assembly 3rd Committee: Human rights in Syria,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-3rd-committee-human-rights-syria-0_en,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
2024-11-14,EU Explanation of Vote – UN General Assembly 3rd Committee: resolution on Human rights and unilateral coercive measures,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-3rd-committee-resolution-human-rights-and-unilateral_en,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
2024-11-14,EU Explanation of Vote – UN General Assembly 3rd Committee: Right to development,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-3rd-committee-right-development_en,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
2024-11-18,EU Explanation of Vote – UN General Assembly 3rd Committee: before the vote on Amendment A/C.3/79/L.54 (resolution on the moratorium on the use of the death penalty),https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-3rd-committee-vote-amendment-ac379l54-resolution_en,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False
2024-11-20,EU Explanation of Vote – UN General Assembly 3rd Committee: Before the vote on the Situation of human rights in Crimea and Sevastopol,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-3rd-committee-vote-situation-human-rights-crimea-and_en,True,False,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False
2025-09-06,EU Explanation of Vote – UN General Assembly: adoption of the Resolution on Cooperation between the UN and the African Union,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-adoption-resolution-cooperation-between-un-and-african_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-06,EU Explanation of Vote – UN General Assembly: adoption of the Resolution on Cooperation between the UN and the Economic Cooperation Organization,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-adoption-resolution-cooperation-between-un-and-economic_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-06,EU Explanation of Vote – UN General Assembly: adoption of the Resolution on Cooperation between the UN and the Shanghai Cooperation Organization,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-adoption-resolution-cooperation-between-un-and-shanghai_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-10-30,EU Explanation of Vote – UN General Assembly: Embargo imposed by the United States of America against Cuba,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-embargo-imposed-united-states-america-against-cuba_en,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False
2024-12-03,EU Explanation of Vote – UN General Assembly Plenary: Adoption of the Resolution on the Syrian Golan,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-plenary-adoption-resolution-syrian-golan_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-03-25,"EU Explanation of Vote – UN General Assembly: Resolution on Agriculture development, food security and nutrition",https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-%E2%80%93-un-general-assembly-resolution-agriculture-development-food-security-and_en,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False
2024-11-11,"EU Explanation of Vote for Amendment- UN General Assembly 3rd Committee: Combating glorification of Nazism, neo-Nazism and other practices that contribute to fuelling contemporary forms of racism, racial discrimination, xenophobia and related intolerance",https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-amendment-un-general-assembly-3rd-committee-combating-glorification-nazism-neo_en,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False
2024-11-11,"EU Explanation of Vote on Resolution - UN General Assembly 3rd Committee: Combating glorification of Nazism, neo-Nazism and other practices that contribute to fuelling contemporary forms of racism, racial discrimination, xenophobia and related intolerance",https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-resolution-un-general-assembly-3rd-committee-combating-glorification-nazism-neo_en,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False
2024-11-27,"EU Explanation of Vote, UN General Assembly 2nd Committee: Tax Cooperation resolution",https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-un-general-assembly-2nd-committee-tax-cooperation-resolution_en,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
2024-11-20,EU Explanation of Vote: UN General Assembly 3rd Committee: After the vote on human rights in Iran,https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-un-general-assembly-3rd-committee-after-vote-human-rights-iran_en,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
2024-11-27,"EU Explanation of Vote, Before the Vote - UN General Assembly 2nd Committee: Women in Development",https://www.eeas.europa.eu/delegations/un-new-york/eu-explanation-vote-vote-un-general-assembly-2nd-committee-women-development_en,True,False,True,True,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False
2025-04-24,EU Intervention – UN ECOSOC: Special Meeting on Forced Displacement and Refugee Protection,https://www.eeas.europa.eu/delegations/un-new-york/eu-intervention-%E2%80%93-un-ecosoc-special-meeting-forced-displacement-and-refugee-protection_en,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
2024-09-20,EU Leaders at the 79th UN General Assembly: boosting international cooperation on key global challenges,https://www.eeas.europa.eu/delegations/un-new-york/eu-leaders-79th-un-general-assembly-boosting-international-cooperation-key-global-challenges_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-29,EU leads global efforts to protect high seas biodiversity with landmark BBNJ Treaty ratification,https://www.eeas.europa.eu/delegations/un-new-york/eu-leads-global-efforts-protect-high-seas-biodiversity-landmark-bbnj-treaty-ratification_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-08-06,EU non-papers on the 20-year review of the World Summit on the Information Society (WSIS+20 review),https://www.eeas.europa.eu/delegations/un-new-york/eu-non-paper-world-summit-information-society-wsis20-stakeholder-participation_en,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
